Title,Title_Transliterated,Author,Subject,Date,PDF_URL
الصديقة بنت الصديق,al- Ṣiddīqah bint al-Ṣiddīq,"['ʻAqqād, ʻAbbās Maḥmūd, 1889-1964, author.']","[['ʻĀʼishah', 'approximately 614-678'], ['Prophet', 'Muḥammad', '-632', 'Family', 'Biography'], ['Muslim women', 'Biography']]",1943,http://mc.dlib.nyu.edu/files/books/aub_aco002558/aub_aco002558_lo.pdf
نشرة اعمال المؤتمر الرابع لطلبة شمال افريقيا المسلمين، تونس عام 1934,Nashrat aʻmāl al-Muʼtamar al-Rābiʻ li-ṭalabat shamāl Afrīqiyā al-Muslimīn,['n.a.'],"[['Education', 'Tunisia', 'Congresses'], ['Islamic education', 'Tunisia', 'Congresses']]",1934,http://mc.dlib.nyu.edu/files/books/aub_aco002554/aub_aco002554_lo.pdf
وعاظ السلاطين :,Wuʻʻāẓ al-salāṭīn,"['Wardī, ʻAlī, author.']","[['Social ethics'], ['Islamic ethics'], ['Social problems']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002551/aub_aco002551_lo.pdf
وزارة الشؤون الإجتماعية :,Wizārat al-shuʼūn al-ijtimāʻīyah,"['Kāmil, Ḥusayn, compiler.', 'Ḥusayn, Fuʼād Kamāl, compiler.', 'Ḥamdī, Midḥat, compiler.', 'Dāwūd, Aḥmad ʻAbd al-ʻAzīz, compiler.']","[['Egypt.', 'Idārah al-ʻĀmmah lil-Shuʼūnal-ʻĀmmah.'], ['Social service', 'Egypt'], ['Egypt', 'Social conditions']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002548/aub_aco002548_lo.pdf
روح الجماعات,Rūḥ al-Jamāʻāt,"['Le Bon, Gustave, 1841-1931, author.', 'Zuʻaytar, ʻĀdil, 1897-1957, translator.']","[['Social psychology'], ['Ethnopsychology']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002546/aub_aco002546_lo.pdf
مختصر لوامع الأنوار البهية وسواطع الأسرار الأثرية لشرح الدرة المضية في عقد الفرقة المرضية,Mukhtaṣar lawāmiʻ al-anwār al-bahīyah wa-sawāṭiʻ al-asrār al-athārīyah li-sharḥ al-durrah al-muḍīyah fī ʻaqd al-firqah al-marḍīyah,"['Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774, author.', 'Shaṭṭī, Ḥasan ibn ʻUmar, 1790 or 1791-1858, abridger.']","[['Saffārīnī, Muḥammad ibn Aḥmad', '1702 or 1703-1774', 'lawāmi‘ al-anwār al-bahīyah wa-sawāṭi‘ al-asrār al-athārīyah li-sharḥ al-Durrah al-muḍīyah'], ['Islam', 'Doctrines', 'Early works to 1800'], ['Hanbalites', 'Early works to 1800']]",1931,http://mc.dlib.nyu.edu/files/books/aub_aco002534/aub_aco002534_lo.pdf
فلسفة إبن خلدون الإجتماعية :,Falsafat Ibn Khaldūn al-ijtimāʻīyah,"['Ḥusayn, Ṭāhā, 1889-1973, author.', 'ʻInān, Muḥammad ʻAbd Allāh, 1896-, translator.', 'Wesendonk, O. G. von (Otto Günther), 1885-1933']","[['Ibn Khaldun', '1332-1406', 'Criticism and interpretation'], ['Sociology', 'Philosophy'], ['Social sciences', 'Philosophy']]",1925,http://mc.dlib.nyu.edu/files/books/aub_aco002530/aub_aco002530_lo.pdf
الآثار النبوية,al- Āthār al-Nabawīyah,"['Taymūr, Aḥmad, 1871-1930, author.']","[['Prophet', 'Muḥammad', '-632', 'Relics']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002522/aub_aco002522_lo.pdf
كتاب الدين والدولة في إثبات نبوة النبي محمد صلى الله عليه وسلم,Kitāb al-dīn wa-al-dawlah fī ithbāt nubuwwat al-Nabī Muḥammad ṣallá Allāh ʻalayhi wa-sallam,"['Ṭabarī, ʻAlī ibn Sahl Rabbān, active 9th century, author.', 'Mingana, Alphonse, 1881-1937, corrector.', 'Mutawakkil ʻAlá AllāhCaliph, 822-861, author.', 'Mingana, Alphonse, 1881-1937, translator.']","[['Prophet', 'Muḥammad', '-632', 'Prophetic office'], ['Islam', 'Relations', 'Judaism'], ['Judaism', 'Relations', 'Islam'], ['Islam', 'Apologetic works']]",1923,http://mc.dlib.nyu.edu/files/books/aub_aco002521/aub_aco002521_lo.pdf
حجة المصطفى,Ḥujjat al-Muṣṭafá,"['Ṭabarī, Muḥibb al-Dīn Aḥmad ibn ʻAbd Allāh, 1218-1295, author.', 'Raḍwān, Raḍwān Muḥammad, commentator for written text.']","[['النبي،', 'محمد،', '-632', 'حجة الوداع'], ['Prophet', 'Muḥammad', '-632', 'Farewell pilgrimage']]",1935,http://mc.dlib.nyu.edu/files/books/aub_aco002520/aub_aco002520_lo.pdf
فقه السيرة,Fiqh al-sīrah,"['Ghazālī, Muḥammad, 1917-1996, author.']","[['النبي،', 'محمد', '-632', 'تراجم'], ['Prophet', 'Muhammad', '-632', 'Biography'], ['السيرة النبوية'], ['Sīrah al-Nabawīyah']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002518/aub_aco002518_lo.pdf
قواعد المنهج في علم الإجتماع,Qawāʻid al-manhaj fī ʻilm al-ijtimāʻ,"['Durkheim, Emile, 1858-1917, author.', 'Qāsim, Maḥmūd, 1913-1973, translator.', 'Qāsim, Maḥmūd, 1913-1973, author of introduction.', 'Badawī, Muḥammad, reviewer.']","[['علم الاجتماع', 'المنهجية'], ['Sociology', 'Methodology']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002514/aub_aco002514_lo.pdf
غذاء الأرواح,Ghidhāʼ al-arwāḥ,"['Rifāʻī, ʻAlī, author.']","[['Islamic ethics'], ['Islamic sermons, Arabic']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002513/aub_aco002513_lo.pdf
لمحات عن التصوف,Lamaḥāt ʻan al-taṣawwuf,"['Mīrghanī, Ḥāmid Maḥmūd ʻAlī Ismāʻīl, author.']","[['التصوف'], ['Sufism']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco002511/aub_aco002511_lo.pdf
كتاب التيسير في القراءات السبع,Kitāb al-Taysīr fī al-qirāʼāt al-sabʻ,"['Dānī, ʻUthmān ibn Saʻīd, 981 or 982-1053, author.', 'Pretzl, O. (Otto), corrector.']","[['قرآن', 'قراءة', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Readings', 'Early works to 1800']]",1930,http://mc.dlib.nyu.edu/files/books/aub_aco002498/aub_aco002498_lo.pdf
الدين والدولة في الإسلام,al- Dīn wa-al-Dawlah fī al-Islām,"['Sibāʻī, Muṣṭafá, 1915-1964, author.']","[['Islam and state'], ['Islam and politics']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002494/aub_aco002494_lo.pdf
في طريق الميثولوجيا عند العرب :,Fī ṭarīq al-mīthūlūjiyā ʻinda al-ʻArab,"['Ḥūt, Maḥmūd Salīm, author.']","[['Mythology, Arab'], ['Arabs', 'Religion', 'Mythology'], ['Legends', 'Arab countries']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002492/aub_aco002492_lo.pdf
نظرة في رسالة النفحة الزكية في الرد على شبه الفرقة الوهابية,Naẓrah fī risālat al-Nafḥah al-Zakīyah fi al-radd ʻalá shubah al-firqah al-Wahhābīyah,"['Maydānī, Abū al-Yasār al-Dimashqī, author.']","[['Iskandarānī, ʻAbd al-Qādir ibn Muḥammad Salīm al-Kīlānī', 'Nafḥah al-Zakīyah fi al-radd ʻalá shubah al-firqah al-Wahhābīyah'], ['Wahhābīyah', 'Controversial literature'], ['Islamic sects', 'Controversial literature']]",1921,http://mc.dlib.nyu.edu/files/books/aub_aco002479/aub_aco002479_lo.pdf
عقيدة أهل السنة والفرقة الناجية,ʻAqīdat ahl al-Sunnah wa-al-firqah al-nājīyah,"['Ibn Taymīyah, Aḥmad ibn ʻAbd al-Ḥalīm, 1263-1328, author.', 'ʻAfīfī, ʻAbd al-Razzāq, commentator for written text.']","[['Sunnites', 'Doctrines', 'Early works to 1800'], ['Islam', 'Doctrines', 'Early works to 1800']]",1939,http://mc.dlib.nyu.edu/files/books/aub_aco002474/aub_aco002474_lo.pdf
بيان مذهب الباطنية وبطلانه :,Bayān madhhab al-Bāṭinīyah wa-buṭlānihi,"['Daylamī, Muḥammad ibn al-Ḥasan, -1311 or 1312, author.', 'Strothmann, R., editor.', 'Daylamī, Muḥammad ibn al-Ḥasan, -1311 or 1312']","[['Batinites', 'Doctrines', 'Early works to 1800'], ['Batinites', 'Controversial literature', 'Early works to 1800']]",1938,http://mc.dlib.nyu.edu/files/books/aub_aco002468/aub_aco002468_lo.pdf
الديموقراطية في الإسلام,al- Dīmūqrāṭīyah fī al-Islām,"['Sulaymān, ʻAbd al-Jawād, author.']","[['Islam and politics'], ['Democracy']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco002467/aub_aco002467_lo.pdf
أسس الحكم في الإسلام,Usus al-ḥukm fī al-Islām,"['Sammān, Muḥammad ʻAbd Allāh, author.']","[['Islam and politics'], ['Public law (Islamic law)']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002465/aub_aco002465_lo.pdf
السلام العالمي والإسلام,al- Salām al-ʻālamī wa-al-Islām,"['Quṭb, Sayyid, 1906-1966, author.']","[['Islam', 'Essence, genius, nature'], ['Peace', 'Religious aspects', 'Islam'], ['Islam and world politics']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002464/aub_aco002464_lo.pdf
الراعي والرعية : v.1,al- Rāʻī wa-al-raʻīyah v.1,"['Fukaykī, Tawfīq, 1903-1969, author.', 'ʻAlī ibn Abī ṬālibCaliph, approximately 600-661, author.']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Nahj al-Balāghah'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Political and social views'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Views on Islam and state'], ['Islam and state', 'Early works to 1800'], ['Islamic sermons, Arabic', 'Early works to 1800']]",1939,http://mc.dlib.nyu.edu/files/books/aub_aco002463/aub_aco002463_lo.pdf
الفلسفة السياسية للإسلام,al- Falsafah al-siyāsīyah lil-Islām,"['Anṣārī, ʻAbd al-Dāyim Abū al-ʻAṭā al-Baqarī, author.']","[['Islam and politics'], ['Islam and state'], ['Islamic philosophy']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco002462/aub_aco002462_lo.pdf
المجتمع بين التطور والبناء,al- Mujtamaʻ bayna al-taṭawwur wa-al-binā’,"['Ashqar, Asad, author.']","[['Community development'], ['Sociology']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002448/aub_aco002448_lo.pdf
كتاب مقالات الإسلاميين وإختلاف المصلين v.2,Kitāb Maqālāt al-Islāmīyīn wa-ikhtilāf al-muṣallīn v.2,"['Ashʻarī, Abū al-Ḥasan ʻAlī ibn Ismāʻīl, 873?-935?, author.', 'Ritter, Hellmut, 1892-1971, corrector.']","[['Islam', 'Doctrines', 'Early works to 1800'], ['Islamic philosophy', 'Early works to 1800']]",1929,http://mc.dlib.nyu.edu/files/books/aub_aco002447/aub_aco002447_lo.pdf
مقالات الإسلاميين وإختلاف المصلين v.1,Maqālāt al-Islāmīyīn wa-ikhtilāf al-muṣallīn v.1,"['Ashʻarī, Abū al-Ḥasan ʻAlī ibn Ismāʻīl, 873?-935?, author.', 'ʻAbd al-Ḥamīd, Muḥammad Muḥyī al-Dīn, annotator.']","[['Islam', 'Doctrines', 'Early works to 1800'], ['Islamic philosophy', 'Early works to 1800']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002446/aub_aco002446_lo.pdf
كتاب مقالات الإسلاميين وإختلاف المصلين Vol. 1,Kitāb Maqālāt al-Islāmīyīn wa-ikhtilāf al-muṣallīn Vol. 1,"['Ashʻarī, Abū al-Ḥasan ʻAlī ibn Ismāʻīl, 873?-935?, author.', 'Ritter, Hellmut, 1892-1971, corrector.']","[['Islam', 'Doctrines', 'Early works to 1800'], ['Islamic philosophy', 'Early works to 1800']]",1929,http://mc.dlib.nyu.edu/files/books/aub_aco002445/aub_aco002445_lo.pdf
المهدي والمهدوية,al-Mahdī wa-al-Mahdawīyah,"['Amīn, Aḥmad, 1886-1954, author.']","[['Mahdī, Muḥammad ibn al-Ḥasan', '869-'], ['Islamic sects'], ['Mahdism']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002444/aub_aco002444_lo.pdf
في الحجاز,Fī al-Ḥijāz,"['Riḍā, Muḥyī al-Dīn, author.']","[['الحجاج والحج الاسلامي', 'السعودية', 'مكة'], ['Muslim pilgrims and pilgrimages', 'Saudi Arabia', 'Mecca']]",1939,http://mc.dlib.nyu.edu/files/books/aub_aco002443/aub_aco002443_lo.pdf
الدرة الفاخرة في كشف علوم الآخرة,al- Durrah al-fākhirah fī Kashf ʻulūm al-ākhirah,"['Ghazzālī, 1058-1111, author.']","[['Future life', 'Islam', 'Early works to 1800'], ['Judgment Day (Islam)', 'Early works to 1800'], ['Islamic eschatology', 'Early works to 1800']]",1928,http://mc.dlib.nyu.edu/files/books/aub_aco002442/aub_aco002442_lo.pdf
إيضاح الدلالة في عموم الرسالة,Īḍāḥ al-dalālah fī ʼumūm al-risālah,"['Ibn Taymīyah, Aḥmad ibn ʻAbd al-Ḥalīm, 1263-1328, author.', 'Dimashqī, Muḥammad Munīr, compiler.']","[['Jinn', 'Early works to 1800'], ['Spirits (Islam)', 'Early works to 1800']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco002440/aub_aco002440_lo.pdf
حل مشكلات القرآن :,Ḥall mushkilāt al-Qurʼān,"['Yāsīn, Khalīl, author.']","[['قرآن', 'تفسير وتأويل'], [""Qur'an"", 'Hermeneutics']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002438/aub_aco002438_lo.pdf
جامع البيان عن تأويل آي القرآن v.15,Tafsīr al-Ṭabarī v.15,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002435/aub_aco002435_lo.pdf
جامع البيان عن تأويل آي القرآن v.14,Tafsīr al-Ṭabarī v.14,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002434/aub_aco002434_lo.pdf
جامع البيان عن تأويل آي القرآن v.13,Tafsīr al-Ṭabarī v.13,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002433/aub_aco002433_lo.pdf
جامع البيان عن تأويل آي القرآن v.12,Tafsīr al-Ṭabarī v.12,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002432/aub_aco002432_lo.pdf
جامع البيان عن تأويل آي القرآن v.11,Tafsīr al-Ṭabarī v.11,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002431/aub_aco002431_lo.pdf
جامع البيان عن تأويل آي القرآن v.10,Tafsīr al-Ṭabarī v.10,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002430/aub_aco002430_lo.pdf
جامع البيان عن تأويل آي القرآن v.9,Tafsīr al-Ṭabarī v.9,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002429/aub_aco002429_lo.pdf
جامع البيان عن تأويل آي القرآن v.8,Tafsīr al-Ṭabarī v.8,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002428/aub_aco002428_lo.pdf
جامع البيان عن تأويل آي القرآن v.7,Tafsīr al-Ṭabarī v.7,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002427/aub_aco002427_lo.pdf
جامع البيان عن تأويل آي القرآن v.6,Tafsīr al-Ṭabarī v.6,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002426/aub_aco002426_lo.pdf
جامع البيان عن تأويل آي القرآن v.5,Tafsīr al-Ṭabarī v.5,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002425/aub_aco002425_lo.pdf
جامع البيان عن تأويل آي القرآن v.4,Tafsīr al-Ṭabarī v.4,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002424/aub_aco002424_lo.pdf
جامع البيان عن تأويل آي القرآن v.3,Tafsīr al-Ṭabarī v.3,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002423/aub_aco002423_lo.pdf
جامع البيان عن تأويل آي القرآن v.2,Tafsīr al-Ṭabarī v.2,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002422/aub_aco002422_lo.pdf
جامع البيان عن تأويل آي القرآن v.1,Tafsīr al-Ṭabarī v.1,"['Ṭabarī, 838?-923, author.', 'Shākir, Maḥmūd Muḥammad, compiler.', 'Shākir, Aḥmad Muḥammad, reviewer.', 'Shākir, Aḥmad Muḥammad, annotator.']","[['قرآن', 'تفسير وتأويل', 'اعمال قديمة حتى 1800'], [""Qur'an"", 'Hermeneutics', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002421/aub_aco002421_lo.pdf
